1;English
101090;Dash
101110;Setting a Target
101111;
101112;
101113;
101114;
101115;
101116;
101117;
101118;
101119;
101120;Guarding and Dodging
101200;Move
101201;
101202;
101203;
101204;
101205;
101206;
101207;
101208;
101209;
101210;Battle
101211;
101212;
101213;
101214;
101215;
101216;
101217;
101218;
101219;
101220;Jump
101240;Surge Sprint
101241;
101242;
101243;
101244;
101245;
101246;
101247;
101248;
101249;
101250;Wall Jump
101251;
101252;
101253;
101254;
101255;
101256;
101257;
101258;
101259;
101260;Using the Sacred Flask
101261;
101262;
101263;
101264;
101265;
101266;
101267;
101268;
101269;
101270;Using Items
101271;
101272;
101273;
101274;
101275;Using Items
101276;
101277;
101278;
101279;
101280;Character Skills
101281;
101282;
101283;
101284;
101285;Character Skills
101286;
101287;
101288;
101289;
101290;Rescuing from Near Death
101291;
101292;
101293;
101294;
101295;Rescuing from Near Death
101296;
101297;
101298;
101299;
101300;Death and Revival
101301;
101302;
101303;
101304;
101305;
101306;
101307;
101308;
101309;
101310;Ultimate Arts
101311;
101312;
101313;
101314;
101315;Ultimate Arts
101316;
101317;
101318;
101319;
101320;Near Death
101321;
101322;
101323;
101324;
101325;
101326;
101327;
101328;
101329;
101330;Changing Equipment
101331;
101332;
101333;
101334;
101335;
101336;
101337;
101338;
101339;
101340;Using Pins
101341;
101342;
101343;
101344;
101345;
101346;
101347;
101348;
101349;
101350;Place Pins
201020;Using the Map
201021;
201022;
201023;
201024;
201025;Using the Map
201100;Wielding Armaments
201101;
201102;
201103;
201104;
201105;Activating and Switching Skills
201106;
201107;
201108;
201109;
201110;Night's Tide
201111;Night's Tide
201112;
201113;
201114;
201115;
201116;
201117;
201118;
201119;
201120;Rarity and Passive Effects
201250;Wall Jump
252520;Guard Counters
252550;Absorbing Dodge
252570;Sorceries and Incantations
252571;
252572;
252573;
252574;
252575;
252576;
252577;
252578;
252579;
252580;Bows
252581;
252582;
252583;
252584;
252585;
252586;
252587;
252588;
252589;
252590;Nearby Item Shortcuts
252591;
252592;
252593;
252594;
252595;
252596;
252597;
252598;
252599;
252600;Stance-Breaking
252601;
252602;
252603;
252604;
252605;
252606;
252607;
252608;
252609;
252610;Status Ailments
252611;
252612;
252613;
252614;
252615;
252616;
