20020000;I see it now.
20020001;
20020002;
20020003;
20020004;
20020005;
20020006;
20020007;
20020008;
20020009;
20020010;Shrouded by haze, yet clear as day.
20020011;
20020012;
20020013;
20020014;
20020015;
20020016;
20020017;
20020018;
20020019;
20020020;A sign of the root of all ill, of the thing we must needs slay.
20020021;
20020022;
20020023;
20020024;
20020025;
20020026;
20020027;
20020028;
20020029;
20020030;The onset of Night.
20030000;Behold its majesty.
20030001;
20030002;
20030003;
20030004;
20030005;
20030006;
20030007;
20030008;
20030009;
20030010;It never fails to move me.
20030011;
20030012;
20030013;
20030014;
20030015;
20030016;
20030017;
20030018;
20030019;
20030020;Peer upon it from afar.
20030021;
20030022;
20030023;
20030024;
20030025;
20030026;
20030027;
20030028;
20030029;
20030030;Be satisfied with what you have.
20030031;
20030032;
20030033;
20030034;
20030035;
20030036;
20030037;
20030038;
20030039;
20030040;I will curtail the threat that awaits us.
20030100;And let any who dare disturb such peace...
20030101;
20030102;
20030103;
20030104;
20030105;
20030106;
20030107;
20030108;
20030109;
20030110;...face my blade.
20040000;You are awake.
20040001;
20040002;
20040003;
20040004;
20040005;
20040006;
20040007;
20040008;
20040009;
20040010;I know not why, but once again, it has happened.
20040011;
20040012;
20040013;
20040014;
20040015;
20040016;
20040017;
20040018;
20040019;
20040020;So be it.
20040021;
20040022;
20040023;
20040024;
20040025;
20040026;
20040027;
20040028;
20040029;
20040030;Condemned, I welcome you to the Roundtable Hold.
20050000;The Night has been vanquished.
20050001;
20050002;
20050003;
20050004;
20050005;
20050006;
20050007;
20050008;
20050009;
20050010;After an age of struggle.
20050011;
20050012;
20050013;
20050014;
20050015;
20050016;
20050017;
20050018;
20050019;
20050020;This is a fine achievement, for which I am grateful.
20050021;
20050022;
20050023;
20050024;
20050025;
20050026;
20050027;
20050028;
20050029;
20050030;Indeed, a promising first step.
20050031;
20050032;
20050033;
20050034;
20050035;
20050036;
20050037;
20050038;
20050039;
20050040;However.
20050041;
20050042;
20050043;
20050044;
20050045;
20050046;
20050047;
20050048;
20050049;
20050050;The Nightlord yet lives.
20060000;Thank you.
20060001;
20060002;
20060003;
20060004;
20060005;
20060006;
20060007;
20060008;
20060009;
20060010;I've had quite enough of all the ceremony.
20060011;
20060012;
20060013;
20060014;
20060015;
20060016;
20060017;
20060018;
20060019;
20060020;Now I'm ready to get my hands dirty.
20060021;
20060022;
20060023;
20060024;
20060025;
20060026;
20060027;
20060028;
20060029;
20060030;We'll slay this Nightlord yet.
20070000;Long, long ago...
20070001;
20070002;
20070003;
20070004;
20070005;
20070006;
20070007;
20070008;
20070009;
20070010;The Lands Between were visited by a great war.
20070011;
20070012;
20070013;
20070014;
20070015;
20070016;
20070017;
20070018;
20070019;
20070020;The Shattering, as it was known, destroyed order itself.
20070021;
20070022;
20070023;
20070024;
20070025;
20070026;
20070027;
20070028;
20070029;
20070030;Drawing forth, in time, an abomination.
20070031;
20070032;
20070033;
20070034;
20070035;
20070036;
20070037;
20070038;
20070039;
20070040;Thus fell upon us the Night.
20070041;
20070042;
20070043;
20070044;
20070045;
20070046;
20070047;
20070048;
20070049;
20070050;Now, heavy rains harry the region, threatening to wash away its very history.
20070051;
20070052;
20070053;
20070054;
20070055;
20070056;
20070057;
20070058;
20070059;
20070060;The Nightlord does not rest.
20070061;
20070062;
20070063;
20070064;
20070065;
20070066;
20070067;
20070068;
20070069;
20070070;As it ravages the Lands Between beyond recognition.
20070071;
20070072;
20070073;
20070074;
20070075;
20070076;
20070077;
20070078;
20070079;
20070080;Alas, the curtain may be drawing to a close upon this world.
20080000;But there are those who would fight back.
20080001;
20080002;
20080003;
20080004;
20080005;
20080006;
20080007;
20080008;
20080009;
20080010;The Nightfarers.
20080011;
20080012;
20080013;
20080014;
20080015;
20080016;
20080017;
20080018;
20080019;
20080020;Brought together by happenstance, their commonalities are but few—
20080021;
20080022;
20080023;
20080024;
20080025;
20080026;
20080027;
20080028;
20080029;
20080030;No shared station, era, or even purpose...
20080031;
20080032;
20080033;
20080034;
20080035;
20080036;
20080037;
20080038;
20080039;
20080040;Yet together they are bound by a will.
20080041;
20080042;
20080043;
20080044;
20080045;
20080046;
20080047;
20080048;
20080049;
20080050;The will to cross the endless night, and fight on...
20080051;
20080052;
20080053;
20080054;
20080055;
20080056;
20080057;
20080058;
20080059;
20080060;Till every shred of their being is ground away.
20510000;s11_00_0010 Common Ending
20520000;s11_00_0020 Common Ending Extra
20530000;s11_00_0100 Epilogue
20540000;s60_44_0010 Tutorial Start
20560000;s10_00_0010 Lobby First Arrival
20570000;s10_00_0100 Matchmaking Transition (before moving to world)
20580000;s10_00_0110 Matchmaking Transition (after moving to world)
20590000;s12_00_0010 Last Boss Room Warp (before moving to world)
20600000;s12_00_0020 Last Boss Room Warp_3rd Day Outer (after moving to world)
20680000;s10_00_0020 Story Explanation
20690000;s10_00_0050 After First Clear
20700000;s10_00_0060 3rd Day Inner Mode Unlocked
20710000;s10_00_0030 Lady Unlocked
20750000;s12_00_0030 Last Boss Room Warp_3rd Day Inner (after moving to world)
101001000;...
101002000;...That's how we make it back at home.
101002001;
101002002;
101002003;
101002004;
101002005;
101002006;
101002007;
101002008;
101002009;
101002010;Good, right? I'm glad you like it.
101002011;
101002012;
101002013;
101002014;
101002015;
101002016;
101002017;
101002018;
101002019;
101002020;Have as much as you want. I made more than I need.
101002021;
101002022;
101002023;
101002024;
101002025;
101002026;
101002027;
101002028;
101002029;
101002030;My mother taught me the recipe. It keeps well and won't leave you hungry.
101002031;
101002032;
101002033;
101002034;
101002035;
101002036;
101002037;
101002038;
101002039;
101002040;Just something I like to do. To remember.
101002041;
101002042;
101002043;
101002044;
101002045;
101002046;
101002047;
101002048;
101002049;
101002050;And to clear my mind.
101003000;...? I know.
101003001;
101003002;
101003003;
101003004;
101003005;
101003006;
101003007;
101003008;
101003009;
101003010;You don't need to tell me twice.
101003011;
101003012;
101003013;
101003014;
101003015;
101003016;
101003017;
101003018;
101003019;
101003020;It's the whole reason I'm here.
101003021;
101003022;
101003023;
101003024;
101003025;
101003026;
101003027;
101003028;
101003029;
101003030;I vow to slay the fiend with my own two hands.
101008000;Tell me.
101008001;
101008002;
101008003;
101008004;
101008005;
101008006;
101008007;
101008008;
101008009;
101008010;What's wrong with your arm?
101008011;
101008012;
101008013;
101008014;
101008015;
101008016;
101008017;
101008018;
101008019;
101008020;Come on. You can't hide it.
101008021;
101008022;
101008023;
101008024;
101008025;
101008026;
101008027;
101008028;
101008029;
101008030;Leave it too long and I'll have to act.
101008031;
101008032;
101008033;
101008034;
101008035;
101008036;
101008037;
101008038;
101008039;
101008040;Get it fixed.
101009000;...
101009001;
101009002;
101009003;
101009004;
101009005;
101009006;
101009007;
101009008;
101009009;
101009010;Well. I take it you need something.
101009011;
101009012;
101009013;
101009014;
101009015;
101009016;
101009017;
101009018;
101009019;
101009020;Come back once I've finished mending my tools, alright?
101009021;
101009022;
101009023;
101009024;
101009025;
101009026;
101009027;
101009028;
101009029;
101009030;...
101010000;...
101011000;Need something?
101012000;I can use that.
101012001;
101012002;
101012003;
101012004;
101012005;
101012006;
101012007;
101012008;
101012009;
101012010;But where did you learn it works for weapon care? Did I...?
101012011;
101012012;
101012013;
101012014;
101012015;
101012016;
101012017;
101012018;
101012019;
101012020;Well. Not that it matters.
101012021;
101012022;
101012023;
101012024;
101012025;
101012026;
101012027;
101012028;
101012029;
101012030;Here you go. A token of thanks.
101013000;...
101014000;Leave it too long and I'll have to act.
101014001;
101014002;
101014003;
101014004;
101014005;
101014006;
101014007;
101014008;
101014009;
101014010;Get it fixed.
101015000;Seems you're back to normal.
101015001;
101015002;
101015003;
101015004;
101015005;
101015006;
101015007;
101015008;
101015009;
101015010;Then you can stay. Good.
101016000;...
101017000;Hmm.
101018000;Fine.
101019000;This won't be easy. We face a true horror.
101019001;
101019002;
101019003;
101019004;
101019005;
101019006;
101019007;
101019008;
101019009;
101019010;We can't know what's coming, but we can prepare.
101020000;Care to mend your weapons? You can use my tools.
101021000;That beast... Was that the Nightlord?
101022000;So there's more than one Lord? That explains it. They have the same scent.
101022001;
101022002;
101022003;
101022004;
101022005;
101022006;
101022007;
101022008;
101022009;
101022010;Fine. We track them down, and kill them all.
101023000;The land here is cursed. Alongside every creature that walks it.
101023001;
101023002;
101023003;
101023004;
101023005;
101023006;
101023007;
101023008;
101023009;
101023010;I suppose it's fitting... as a place to bury that abomination.
101024000;We've seen our share of sacrifice. But we always knew there would be a cost.
101024001;
101024002;
101024003;
101024004;
101024005;
101024006;
101024007;
101024008;
101024009;
101024010;I ask myself how I’m still alive...and all I can think is "sheer luck".
101025000;The time has come.
101025001;
101025002;
101025003;
101025004;
101025005;
101025006;
101025007;
101025008;
101025009;
101025010;Let's finish this.
101026000;My instincts are telling me—this battle will be the last.
101026001;
101026002;
101026003;
101026004;
101026005;
101026006;
101026007;
101026008;
101026009;
101026010;One thing... I couldn't have done it alone.
101026011;
101026012;
101026013;
101026014;
101026015;
101026016;
101026017;
