ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,yesNoDialogMessageId,limitCancelSpEffectId,sortId,requirementLuck,aiNotifyType,mp,stamina,iconId,behaviorId,mtrlItemId,replaceMagicId,maxQuantity,refCategory1,overDexterity,refCategory2,slotLength,requirementIntellect,requirementFaith,analogDexterityMin,analogDexterityMax,ezStateBehaviorType,refCategory3,spEffectCategory,refType,opmeMenuType,refCategory4,hasSpEffectType,replaceCategory,useLimitCategory,vowType0,vowType1,vowType2,vowType3,vowType4,vowType5,vowType6,vowType7,enable_multi,enable_multi_only,isEnchant,isShieldEnchant,enable_live,enable_gray,enable_white,enable_black,disableOffline,castResonanceMagic,isValidTough_ProtSADmg,isWarpMagic,enableRiding,disableRiding,isUseNoAttackRegion,pad_1,vowType8,vowType9,vowType10,vowType11,vowType12,vowType13,vowType14,vowType15,castSfxId,fireSfxId,effectSfxId,toughnessCorrectRate,ReplacementStatusType,ReplacementStatus1,ReplacementStatus2,ReplacementStatus3,ReplacementStatus4,refCategory5,consumeSA,ReplacementMagic1,ReplacementMagic2,ReplacementMagic3,ReplacementMagic4,mp_charge,stamina_charge,createLimitGroupId,refCategory6,subCategory1,subCategory2,refCategory7,refCategory8,refCategory9,refCategory10,refId1,refId2,refId3,aiUseJudgeId,refId4,refId5,refId6,refId7,refId8,refId9,refId10,consumeType1,consumeType2,consumeType3,consumeType4,consumeType5,consumeType6,consumeType7,consumeType8,consumeType9,consumeType10,consumeLoopMP_forMenu,sortGroupId,enableSparringGrounds,unknown_1,atkParamId,sparringGroundsWeaponId,
5111,[Sorcery] Old Moonlight,1,0,[0|0|0],0,-1,8020,0,0,11,20,4144,0,-1,-1,-1,0,99,0,1,0,0,10,70,0,1,3,63,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,528900,528901,528902,0,3,-1,-1,-1,-1,0,0,-1,-1,-1,-1,11,20,0,0,0,0,0,0,0,0,11376010,11376020,11376000,11000000,11376100,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,20,1,0,51010,33000000
6905,[Incantation] Lightning Stake,1,0,[0|0|0],0,-1,20000,0,0,34,28,4121,0,-1,-1,-1,1,99,0,1,0,0,10,70,1,0,4,61,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,527100,527101,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,22,0,0,0,0,0,13710000,-1,-1,10000000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,30,1,0,13710000,34000000
6906,[Incantation] Lightning Arrow,1,0,[0|0|0],0,-1,20000,0,0,19,35,4148,0,-1,-1,-1,1,99,0,1,0,0,10,70,1,0,4,62,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,528600,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,22,0,0,0,0,0,13509000,-1,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,30,1,0,13710000,34000000
6907,[Incantation] Lifehunt Scythe,1,0,[0|0|0],0,-1,20000,0,0,20,50,4119,0,-1,-1,-1,0,99,0,1,0,0,10,70,1,0,4,64,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,527300,527301,527302,0,0,3,6,9,13,0,0,3730100,3730200,3730300,3730400,25,50,0,0,24,0,0,0,0,0,13730000,13730005,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,13710000,34000000
6908,[Incantation] Black Serpent,1,0,[0|0|0],0,-1,20000,0,0,19,45,4100,0,-1,-1,-1,1,99,0,1,0,0,10,70,1,0,4,65,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,524070,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,20,0,0,0,0,0,12407000,-1,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,13710000,34000000
3730100,[Incantation] Lifehunt Scythe_1,1,0,[0|0|0],0,-1,20000,0,0,20,50,4119,0,-1,-1,-1,0,99,0,1,0,0,10,70,1,0,4,64,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,527300,527301,527302,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,25,50,0,0,24,0,0,0,0,0,13730100,13730105,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13710000,34000000
3730200,[Incantation] Lifehunt Scythe_1_1,1,0,[0|0|0],0,-1,20000,0,0,20,50,4119,0,-1,-1,-1,0,99,0,1,0,0,10,70,1,0,4,64,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,527300,527301,527302,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,25,50,0,0,24,0,0,0,0,0,13730200,13730205,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13710000,34000000
3730300,[Incantation] Lifehunt Scythe_1_1,1,0,[0|0|0],0,-1,20000,0,0,20,50,4119,0,-1,-1,-1,0,99,0,1,0,0,10,70,1,0,4,64,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,527300,527301,527302,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,25,50,0,0,24,0,0,0,0,0,13730300,13730305,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13710000,34000000
3730400,[Incantation] Lifehunt Scythe_1_1,1,0,[0|0|0],0,-1,20000,0,0,20,50,4119,0,-1,-1,-1,0,99,0,1,0,0,10,70,1,0,4,64,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,527300,527301,527302,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,25,50,0,0,24,0,0,0,0,0,13730400,13730405,-1,12000030,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13710000,34000000
7540,[Incantation] Aspects of the Crucible: Thorns,1,0,[0|0|0],0,-1,18050,0,0,14,29,6615,0,-1,-1,-1,1,99,1,1,0,0,10,70,1,1,4,142,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,523230,523231,523234,0,3,-1,-1,-1,-1,1,0,-1,-1,-1,-1,14,38,0,1,28,38,1,0,1,1,210665000,210665001,210665002,12000021,210665003,210665004,210665005,210665006,210665001,10999999,10999999,2,2,2,2,2,2,2,2,0,1,-1,20,0,0,-1,34000000
