ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,ultCharge,ultCharge2,unknown_ult,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,affectedByCharacterScale,enableThrow,showDialogCondType,enableSparringGrounds,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unk1a,unk1b,unk1c,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,equippedSpell_R1,equippedSpell_R2,unknown_3,unknown_4,spAttributeVariationValue,unknown_5,swordArtsTableId,sparringGroundsEventFlagId,heroMovesetOverrideID,heroID,spAttributeMixcraft,heroBehaviorVariationID,criticalAtkRate,attachEffectId,reviveDamage,unknown_11,
2120000,[Rare] Ringed Knight Straight Sword,1,0,[0|0|0],200,1117000,0,1,0,500,180,1000,45,45,20,20,100,22,22,22,-1,-1,-1,-1,-1,-1,200,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,925,1283,0,80,1,32,1,10,80,0,30,0,45,60,0,35,300,-1,-1,7,-1,7,0,1,23,2,0,100,0,11,0,0,10,0,0,0,0,99,0,0,10,99,0,1,0,0,0,13,13,13,13,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,1,0,0,1,1,0,0,0,0,4,0,1,1,58,0,0,6,20,2,13,13,6,0,13,0,132,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1800,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,14,-1
2130000,[Common] Broken Straight Sword,1,0,[0|0|0],200,1103000,0,1,0,750,200,100,38,32,0,0,100,29,29,29,-1,-1,-1,-1,-1,-1,0,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,1,1,1,1,15,15,5,2011,1015,0,80,1,32,1,10,70,0,0,0,44,60,0,35,0,-1,-1,1,-1,7,0,1,23,2,0,100,0,0,0,0,10,0,0,0,0,99,0,0,10,60,0,1,0,0,0,14,14,14,14,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,1,0,0,1,1,0,0,1,0,0,0,1,1,29,0,0,6,20,2,14,14,6,0,14,0,115,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2000,310,6,6,0,0,40,-1,-1,-1,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,2050000,-1,-1,0,0,0,0,20000010,0,0,0,0,-1,1,-1,14,-1
2160000,[Rare] Lothric's Holy Sword,1,0,[0|0|0],200,1117000,0,1,0,500,180,1000,43,43,0,30,100,22,22,22,-1,-1,-1,-1,-1,-1,200,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,2110000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,2019,12265,0,80,1,32,1,10,70,0,0,0,45,60,0,35,300,-1,-1,7,-1,7,0,1,23,2,0,100,0,0,0,0,10,0,0,0,0,99,0,0,10,99,0,1,0,0,0,13,13,13,13,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,1,0,0,1,1,0,0,0,0,4,0,1,1,58,45,4,6,20,2,13,13,6,0,13,0,140,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1800,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,14,-1
2530000,[Rare] Carian Sorcery Sword,1,0,[0|0|0],500,1407000,0,1,0,500,180,100,1,39,47,0,100,30,30,30,-1,-1,-1,-1,-1,-1,200,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,1,1,1,1,15,15,4,270,12213,0,80,1,32,1,10,30,60,0,0,29,60,0,33,300,-1,-1,7,-1,7,0,3,27,2,0,100,0,10,293,0,10,0,0,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,1,1,0,1,1,0,0,1,0,0,0,1,1,30,0,0,6,50,2,10,10,6,0,10,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1800,310,6,6,2,0,40,-1,-1,-1,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,-1,14,-1
2540000,[Rare] Carian Sorcery Sword sparring,1,0,[0|0|0],500,1407000,0,1,0,500,180,100,1,39,47,0,100,30,30,30,-1,-1,-1,-1,-1,-1,200,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,1,1,1,1,15,15,4,270,12213,0,80,1,32,1,10,30,60,0,0,29,60,0,33,300,-1,-1,7,-1,7,0,3,27,2,0,100,0,10,293,0,10,0,0,0,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,1,1,0,1,1,0,0,1,0,0,0,1,1,30,0,0,6,50,2,10,10,6,0,10,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1800,310,6,6,2,0,40,-1,-1,-1,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5020000,5111,5111,0,0,0,0,-1,0,0,0,0,0,1,-1,14,-1
2550000,[Rare] Sword of Light,1,0,[0|0|0],200,1113000,0,1,0,700,250,100,30,20,0,23,100,30,30,30,-1,-1,-1,-1,-1,-1,200,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,1,1,1,1,15,15,5,273,12205,0,80,1,32,1,10,60,0,0,0,47,60,0,35,300,-1,-1,7,-1,7,0,1,23,2,0,100,0,0,0,0,10,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,1,0,0,1,1,0,0,1,0,0,0,1,1,30,70,4,6,20,2,15,15,6,0,15,0,5020,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2500,310,6,6,2,0,40,-1,-1,-1,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1.1,-1,14,-1
2560000,[Rare] Sword of Darkness,1,0,[0|0|0],200,1113000,0,1,0,700,250,100,30,20,0,23,100,30,30,30,-1,-1,-1,-1,-1,-1,200,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,2550000,1,1,1,1,15,15,5,274,12206,0,80,1,32,1,10,60,0,0,0,47,60,0,35,300,-1,-1,7,-1,7,0,1,23,2,0,100,0,0,0,0,10,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.015,1,0,0,1,1,0,0,1,0,0,0,1,1,30,70,4,6,20,2,15,15,6,0,15,0,5030,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2500,310,6,6,2,0,40,-1,-1,-1,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1.1,-1,14,-1
2570000,[Uncommon] Gotthard Twinswords,1,0,[0|0|0],200,1111001,0,1,0,700,250,100,45,45,0,0,100,30,30,30,-1,-1,-1,100064,-1,-1,100,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,1,1,1,1,15,15,5,1607,1170,0,80,1,32,1,10,95,0,0,0,45,60,0,35,200,-1,-1,3,-1,7,0,1,23,2,0,100,0,0,640,0,0,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,106,1,1,0,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,1023,0.015,1,1,0,1,1,0,0,1,0,0,0,1,1,30,0,0,6,20,2,15,15,6,0,15,0,137,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2500,310,6,6,1,0,40,-1,-1,-1,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,-1,-1,0,0,0,0,20000010,0,0,0,0,-1,1.1,-1,14,-1
2570500,[Uncommon] Fire Gotthard Twinswords,1,0,[0|0|0],200,1111001,0,1,0,700,250,100,45,45,0,0,100,30,30,30,-1,-1,-1,100064,-1,-1,100,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,1,1,1,1,15,15,5,1607,1170,0,80,1,32,1,10,47,0,47,0,45,60,0,35,200,-1,-1,3,-1,7,0,1,23,2,0,100,0,11,640,0,0,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,106,1,1,0,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,1023,0.015,1,1,0,1,1,0,0,1,0,4,0,1,1,30,0,0,6,20,2,15,15,6,0,15,0,137,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2500,310,6,6,1,0,40,-1,-1,-1,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,-1,-1,0,0,0,0,20000010,0,0,0,0,-1,1.1,-1,14,-1
2570600,[Uncommon] Lightning Gotthard Twinswords,1,0,[0|0|0],200,1111001,0,1,0,700,250,100,45,45,0,0,100,30,30,30,-1,-1,-1,100064,-1,-1,100,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,1,1,1,1,15,15,5,1607,1170,0,80,1,32,1,10,47,0,0,47,45,60,0,35,200,-1,-1,3,-1,7,0,1,23,2,0,100,0,12,640,0,0,0,0,0,0,99,0,0,10,60,0,1,0,0,0,15,15,15,15,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,106,1,1,0,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,1023,0.015,1,1,0,1,1,0,0,1,0,0,4,1,1,30,0,0,6,20,2,15,15,6,0,15,0,137,0,0,0,0,3,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,2500,310,6,6,1,0,40,-1,-1,-1,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,-1,-1,0,0,0,0,20000010,0,0,0,0,-1,1.1,-1,14,-1
