ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,hangPosType,isSkeletonBind,abilityDummyPolyId,right_0,left_0,both_0,leftHang_0,rightHang_0,right_1,left_1,both_1,leftHang_1,rightHang_1,right_2,left_2,both_2,leftHang_2,rightHang_2,right_3,left_3,both_3,leftHang_3,rightHang_3,wepInvisibleType_0,wepInvisibleType_1,wepInvisibleType_2,wepInvisibleType_3,leftBoth_0,leftBoth_1,leftBoth_2,leftBoth_3,dispPosType_right_0,dispPosType_left_0,dispPosType_rightBoth_0,dispPosType_leftBoth_0,dispPosType_rightHang_0,dispPosType_leftHang_0,dispPosType_right_1,dispPosType_left_1,dispPosType_rightBoth_1,dispPosType_leftBoth_1,dispPosType_rightHang_1,dispPosType_leftHang_1,dispPosType_right_2,dispPosType_left_2,dispPosType_rightBoth_2,dispPosType_leftBoth_2,dispPosType_rightHang_2,dispPosType_leftHang_2,dispPosType_right_3,dispPosType_left_3,dispPosType_rightBoth_3,dispPosType_leftBoth_3,dispPosType_rightHang_3,dispPosType_leftHang_3,reserve_old,
53,Smithscript dagger,0,0,[0|0|0],1,0,-1,20,21,20,2062,2061,2062,2061,21,2061,2062,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
55,Hand to hand,0,0,[0|0|0],0,1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,2030,-1,-1,-1,2031,-1,0,2,0,0,0,0,-1,-1,0,3,0,0,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
57,Medium Shield_1,0,0,[0|0|0],1,0,-1,20,27,16,2048,2047,30,31,30,31,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,16,31,-1,-1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
58,Backhand Blades,0,0,[0|0|0],0,0,-1,425,426,425,2062,2062,2062,2061,426,2062,2062,30,31,30,31,30,62,62,62,61,62,0,2,1,1,425,426,31,61,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
62,Beast claw,0,0,[0|0|0],0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,2030,-1,-1,-1,2031,-1,0,2,0,1,0,0,-1,-1,0,3,0,0,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
161,Farron,0,0,[0|0|0],2,0,-1,20,21,24,36,35,73,74,21,74,73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
181,Fist_1,0,0,[0|0|0],0,0,-1,20,27,20,67,65,66,68,21,68,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
232,Friede,0,0,[0|0|0],1,0,-1,20,21,24,38,37,35,21,35,36,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,24,36,-1,-1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
237,_1,0,0,[0|0|0],0,0,-1,20,21,24,-1,-1,-1,-1,21,-1,-1,30,31,30,-1,-1,62,61,62,-1,-1,0,2,1,1,24,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
261,Rellana's twin blades,0,0,[0|0|0],2,0,-1,20,2035,20,2035,2035,2036,21,21,2036,2036,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,3,0,0,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
1023,Gotthard,0,0,[0|0|0],0,0,-1,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
1026,Paired,0,0,[0|0|0],2,0,-1,20,21,20,36,35,36,35,21,35,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
1028,Sellsword,0,0,[0|0|0],0,0,-1,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,[0|0|0|0|0|0|0|0|0|0|0|0]
