ID,Name,unknown_0,swordArtsId,chanceWeight,
126,[Specific] Frayed Sheathe,1,126,100
127,[Specific] Crow Quill,1,127,100
128,[Specific] Blade of Peril,1,128,100
129,[Specific] Elfriede's Stance (unused),1,129,100
130,[Specific] Mad King's Folly,1,130,100
131,[Specific] Ember RKS,1,131,100
132,[Specific] Ember RKSS,1,132,100
133,[Specific] Call to Stone,1,133,100
320,Lion's claw,1,100,100
320,Cragblade,1,607,100
320,Kick,1,503,100
320,endure,1,700,100
320,Ground slam,1,506,100
320,Hoarah Loux,1,509,100
320,War cry,1,651,100
320,Barbaric roar,1,650,100
320,Spinning slash,1,103,100
320,Impaling Thrust,1,101,100
320,Piercing fang,1,102,100
320,Repeating Thrust,1,109,100
320,Double Slash,1,112,100
320,Sword Dance,1,124,100
320,Double Slash,1,112,100
320,Sword Dance,1,124,100
320,Wing stance,1,4120,599999
330,Smithscript dagger 2,1,4020,599999
330,Smithscript dagger 1,1,5510,599999
4090,[Specific] Blind Spot,1,4090,100
5020,[Specific] Light,1,5020,100
5030,[Specific] Darkness,1,5030,100
5120,[Specific] Dynastic Sickleplay,1,5120,100
5240,[Specific] White Light Charge,1,5240,100
5270,[Specific] Euporia Vortex,1,5270,100
5350,[Specific] Deadly Dance,1,5350,100
5430,[Specific] Solitary Moon Slash,1,5430,100
5510,[Specific] Scattershot Throw,1,5510,100
8000,[Specific] Shield Strike,1,8000,100
8010,[Specific] Shield Strike,1,8000,100
8010,[Specific] No skill,1,10,100
10000,Great Katana,1,106,100
10000,Great Katana,1,601,100
10000,Great Katana,1,600,100
10000,Great Katana,1,220,100
10000,Great Katana,1,502,100
10000,Great Katana,1,123,100
10000,Great Katana,1,210,100
10000,Great Katana,1,210,100
10000,Great Katana,1,116,100
10000,Great Katana,1,652,100
10000,Great Katana,1,802,100
10000,Great Katana,1,801,100
10000,Great Katana,1,800,100
10000,Great Katana,1,4110,400
10000,Great Katana,1,124,100
10000,Great Katana,1,112,100
10000,Great Katana,1,109,100
10000,Great Katana,1,102,100
10000,Great Katana,1,101,100
10000,Great Katana,1,103,100
10000,Great Katana,1,653,100
10000,Great Katana,1,650,100
10000,Great Katana,1,651,100
10000,Great Katana,1,509,100
10000,Great Katana,1,506,100
10000,Great Katana,1,700,100
10000,Great Katana,1,607,100
10000,Great Katana,1,100,100
10000,Great Katana,1,110,100
10000,Great Katana,1,107,100
10001,Great Katana Elemental,1,203,100
10001,Great Katana Elemental,1,108,100
10001,Great Katana Elemental,1,204,100
10001,Great Katana Elemental,1,228,100
10001,Great Katana Elemental,1,603,100
10001,Great Katana Elemental,1,507,100
10001,Great Katana Elemental,1,605,100
10001,Great Katana Elemental,1,604,100
10001,Great Katana Elemental,1,201,100
10001,Great Katana Elemental,1,201,100
10001,Great Katana Elemental,1,504,100
10001,Great Katana Elemental,1,217,100
10001,Great Katana Elemental,1,216,100
10001,Great Katana Elemental,1,207,100
10001,Great Katana Elemental,1,505,100
10001,Great Katana Elemental,1,214,100
10001,Great Katana Elemental,1,501,100
10001,Great Katana Elemental,1,227,100
10001,Great Katana Elemental,1,209,100
10001,Great Katana Elemental,1,218,100
10001,Great Katana Elemental,1,219,100
10001,Great Katana Elemental,1,200,100
10002,Great Katana Fire,1,214,100
10002,Great Katana Fire,1,207,100
10002,Great Katana Fire,1,505,100
10003,Great Katana Lightning,1,216,100
10003,Great Katana Lightning,1,217,100
10003,Great Katana Lightning,1,504,100
10004,Great Katana Holy,1,201,100
10004,Great Katana Holy,1,603,100
10004,Great Katana Holy,1,507,100
10004,Great Katana Holy,1,605,100
10004,Great Katana Holy,1,604,100
10005,Great Katana Magic,1,203,100
10005,Great Katana Magic,1,209,100
10005,Great Katana Magic,1,218,100
10005,Great Katana Magic,1,219,100
10005,Great Katana Magic,1,200,100
10006,Great Katana Frost,1,202,100
10006,Great Katana Frost,1,501,100
10006,Great Katana Frost,1,227,100
10007,Great Katana Poisonous,1,228,100
10008,Great Katana Blood,1,204,100
10008,Great Katana Blood,1,606,100
10008,Great Katana Blood,1,108,100
10009,Great Katana Occult,1,850,100
10010,Light Greatsword,1,100,100
10010,Light Greatsword,1,601,100
10010,Light Greatsword,1,600,100
10010,Light Greatsword,1,220,100
10010,Light Greatsword,1,502,100
10010,Light Greatsword,1,123,100
10010,Light Greatsword,1,210,100
10010,Light Greatsword,1,607,100
10010,Light Greatsword,1,503,100
10010,Light Greatsword,1,700,100
10010,Light Greatsword,1,506,100
10010,Light Greatsword,1,509,100
10010,Light Greatsword,1,651,100
10010,Light Greatsword,1,650,100
10010,Light Greatsword,1,103,100
10010,Light Greatsword,1,101,100
10010,Light Greatsword,1,102,100
10010,Light Greatsword,1,109,100
10010,Light Greatsword,1,112,100
10010,Light Greatsword,1,124,100
10010,Light Greatsword,1,112,100
10010,Light Greatsword,1,124,100
10010,Light Greatsword,1,4120,500
10011,Light Greatsword Elemental,1,203,100
10011,Light Greatsword Elemental,1,606,100
10011,Light Greatsword Elemental,1,108,100
10011,Light Greatsword Elemental,1,204,100
10011,Light Greatsword Elemental,1,224,100
10011,Light Greatsword Elemental,1,119,100
10011,Light Greatsword Elemental,1,228,100
10011,Light Greatsword Elemental,1,603,100
10011,Light Greatsword Elemental,1,507,100
10011,Light Greatsword Elemental,1,605,100
10011,Light Greatsword Elemental,1,604,100
10011,Light Greatsword Elemental,1,201,100
10011,Light Greatsword Elemental,1,504,100
10011,Light Greatsword Elemental,1,217,100
10011,Light Greatsword Elemental,1,216,100
10011,Light Greatsword Elemental,1,505,100
10011,Light Greatsword Elemental,1,214,100
10011,Light Greatsword Elemental,1,501,100
10011,Light Greatsword Elemental,1,501,100
10011,Light Greatsword Elemental,1,227,100
10011,Light Greatsword Elemental,1,209,100
10011,Light Greatsword Elemental,1,120,100
10011,Light Greatsword Elemental,1,219,100
10011,Light Greatsword Elemental,1,218,100
10011,Light Greatsword Elemental,1,200,100
10012,Light Greatsword Fire,1,214,100
10012,Light Greatsword Fire,1,505,100
10013,Light Greatsword Lightning,1,216,100
10013,Light Greatsword Lightning,1,504,100
10013,Light Greatsword Lightning,1,217,100
10014,Light Greatsword Holy,1,201,100
10014,Light Greatsword Holy,1,603,100
10014,Light Greatsword Holy,1,507,100
10014,Light Greatsword Holy,1,605,100
10014,Light Greatsword Holy,1,604,100
10015,Light Greatsword Magic,1,203,100
10015,Light Greatsword Magic,1,209,100
10015,Light Greatsword Magic,1,120,100
10015,Light Greatsword Magic,1,218,100
10015,Light Greatsword Magic,1,219,100
10015,Light Greatsword Magic,1,200,100
10016,Light Greatsword Frost,1,227,100
10016,Light Greatsword Frost,1,501,100
10017,Light Greatsword Poison,1,228,100
10017,Light Greatsword Poison,1,119,100
10018,Light Greatsword Blood,1,204,100
10018,Light Greatsword Blood,1,606,100
10018,Light Greatsword Blood,1,108,100
10018,Light Greatsword Blood,1,224,100
10019,Light Greatsword Occult,1,850,100
10019,Light Greatsword Occult,1,602,100
10020,Backhand Blade,1,607,100
10020,Backhand Blade,1,4090,400
10020,Backhand Blade,1,601,100
10020,Backhand Blade,1,600,100
10020,Backhand Blade,1,502,100
10020,Backhand Blade,1,652,100
10020,Backhand Blade,1,802,100
10020,Backhand Blade,1,801,100
10020,Backhand Blade,1,800,100
10020,Backhand Blade,1,124,100
10020,Backhand Blade,1,103,100
10020,Backhand Blade,1,509,100
10020,Backhand Blade,1,506,100
10020,Backhand Blade,1,700,100
10020,Backhand Blade,1,503,100
10021,Backhand Blade Elemental,1,120,100
10021,Backhand Blade Elemental,1,224,100
10021,Backhand Blade Elemental,1,119,100
10021,Backhand Blade Elemental,1,603,100
10021,Backhand Blade Elemental,1,507,100
10021,Backhand Blade Elemental,1,605,100
10021,Backhand Blade Elemental,1,604,100
10021,Backhand Blade Elemental,1,201,100
10021,Backhand Blade Elemental,1,201,100
10021,Backhand Blade Elemental,1,504,100
10021,Backhand Blade Elemental,1,216,100
10021,Backhand Blade Elemental,1,505,100
10021,Backhand Blade Elemental,1,214,100
10021,Backhand Blade Elemental,1,501,100
10021,Backhand Blade Elemental,1,209,100
10022,Backhand Blade Fire,1,214,100
10022,Backhand Blade Fire,1,505,100
10023,Backhand Blade Lightning,1,504,100
10023,Backhand Blade Lightning,1,216,100
10024,Backhand Blade Holy,1,201,100
10024,Backhand Blade Holy,1,507,100
10024,Backhand Blade Holy,1,603,100
10024,Backhand Blade Holy,1,605,100
10024,Backhand Blade Holy,1,604,100
10025,Backhand Blade Magic,1,120,100
10025,Backhand Blade Magic,1,209,100
10026,Backhand Blade Frost,1,501,100
10027,Backhand Blade Poison,1,119,100
10028,Backhand Blade Blood,1,224,100
10029,Backhand Blade Occult,1,850,100
10005,Great Katana Magic,1,4180,100
10001,Great Katana Elemental,1,4180,100
10015,Light Greatsword Magic,1,4180,100
10011,Light Greatsword Elemental,1,4180,100
10002,Great Katana Elemental,1,4170,100
10002,Great Katana Elemental,1,4140,100
10001,Great Katana Elemental,1,4170,100
10001,Great Katana Elemental,1,4140,100
10012,Light Greatsword Fire,1,4140,100
10012,Light Greatsword Fire,1,4170,100
10011,Light Greatsword Elemental,1,4140,100
10011,Light Greatsword Elemental,1,4170,100
